"Freq","alreadyInGazet","ordemGazet","statusInGazet","alreadyInGazet..status","add","X","source","status","X.1","X.2","X.3","X.4","country","stateProvince","municipality","locality","X.5","loc","loc.correct","meanLatitude","meanLongitude"
126,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Caraguatatuba","parque estadual da serra do mar estrada intermediaria km 30 ( 36 ) | parque estadual da serra do mar estrada da intermediaria km 30 ( 10 ) | parque estadual da serra do mar estrada intermediaria km 30 floresta ombrofila densa de planalto com perturbacao interior de floresta ( 9 ) | parque estadual da serra do mar estrada intermediaria proximo a estacao de bombeamento da petrobras floresta ombrofila densa de encosta com perturbacao borda da mata ( 8 ) | peserra do mar estrada intermediaria km 30 floresta ombrofila densa de encosta com perturbacao borda ( 7 ) | parque estadual da serra do mar estrada intermediaria km 41 ( 6 )",,"brazil_sao paulo_caraguatatuba_parque estadual serra mar estrada intermediaria","",-23.6824823727273,-45.6273753954545
125,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Iguape ( 123 ) | iguapeeeee ( 2 )","estacao ecologica de chauas trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape ( 29 ) | estacao ecologica de chauas acesso pela estrada de iguape-jaire ( 9 ) | estacao ecologica de chauas floresta ombrofila densa restinga mais preservada ( 6 ) | estacao ecologica de chauas floresta ombrofila densa trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera-iguape no trecho com floresta de restinga apresentando fortes sinais de perturbacao antropica ( 6 ) | estacao ecologica de chauas trilha de acesso pelo sitio do sr joao cacador no km 78 da rodovia pariquera - iguape ( 5 ) | estacao ecologica de chauas trilha de acesso pelo sitio do sr joao cacador km 78 da rodovia pariquera-acu - iguape ( 3 )",,"brazil_sao paulo_estacao ecologica chauas","",-24.7646819438103,-47.6855905093429
124,FALSE,,,,,,"reflora",,,,,,"Brazil","goi s","cocalzinho de goi s","serra dos pireneus; estrada para faz sta maria dos anjos ca 16 km de cocalzinho; campo rupestre ( 4 ) | ao longo da estrada para faz maria dos anjos; campo graminoso solo arenoso ( 3 ) | serra dos pireneus; br 070 ca 5 km de cocalzinho de goi s marco 9 do pe dos pireneus; campo sujo ( 3 ) | serra dos pireneus; br 070 ca 7 km de cocalzinho ( 3 ) | serra dos pireneus; br 070 ca 7 km de cocalzinho (marco 9) ( 3 ) | serra dos pireneus; estrada para o mosteiro; campo-cerrado rupestre ( 3 )",,"brazil_goi s_cocalzinho goi s","",,
121,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","nativa no jardim botanico ( 116 ) | nativa no jardim botanico (planta viva n 500) ( 1 ) | nativa no jardim botanico fr ( 1 ) | nativa no jardim botanico picada blume ( 1 ) | nativa no jardim botanico planta viva no 676 ( 1 ) | nativa no jardim botanico sao paulo capital ( 1 )",,"brazil_sao paulo_nativa no jardim botanico_nativa no jardim botanico","",,
121,FALSE,,,,,,"gbif_jabot_splink",,,,,,"Brazil","São Paulo","São Bernardo do Campo","nucleo itutinga-piloes trilha da ferradura parque estadual da serra do mar ( 76 ) | nucleo itutinga-piloes trilha da barragem parque estadual da serra do mar ( 14 ) | parque estadual da serra do mar ( 14 ) | nucleo itutinga-piloes caminhos do mar trilha da torre parque estadual da serra do mar ( 10 ) | parque estadual da serra do mar - nucleo caminhos do mar ( 2 ) | parque estadual da serra do mar - nucleo itutinga-piloes - trilha da ferradura ( 2 )",,"brazil_sao paulo_sao bernardo campo_parque estadual serra mar","",-23.8255903634615,-46.518832525
118,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Bananal","estacao ecologica ( 110 ) | estacao ecologica serra da bocaina ( 3 ) | estacao ecologica trilha da estacao ( 2 ) | estacao ecologica trilha do coqueiral ( 1 ) | estacao ecologica trilha do ouro e proximidades ( 1 ) | estacao ecologica; serra da bocaina ( 1 )",,"brazil_sao paulo_bananal_estacao ecologica","",-22.7652516339286,-44.3506890625
117,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","horto florestal ( 58 ) | horto florestal sao paulo - sp brasil ( 22 ) | horto florestal sao paulo sp br ( 16 ) | horto florestal sao paulo - sp 02377 brasil ( 7 ) | horto florestal serra de cantareira ( 3 ) | horto florestal  serra da cantareira sao paulo ( 2 )",,"brazil_sao paulo_horto florestal_horto florestal","",,
115,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ribeirão Grande","parque estadual intervales trilha da cacadinha com inicio na estrada do carmo ( 23 ) | parque estadual intervales trilha da cacadinha com inicio na estrada do carmo vegetacao secundaria de floresta ombrofila densa alto montana ( 21 ) | parque estadual intervales trilha da cacadinha com inicio na estrada do carmovegetacao secundaria de floresta ombrofila densa alto montana ( 18 ) | parque estadual intervales trilha da cacadinha com inicio na estrada do carmovegetacao secundaria capoeirao de floresta ombrofila densa montana com intensa exploracao de palmito e madeira ( 13 ) | parque estadual intervales - (manha) trilha da cacadinha com inicio na estrada do carmo altitude = 780m - vegetacao sec/undaria de floresta ombrofila densa montana com intensa exploracao de palmito e madeira - (tarde) trilha do cipo em direcao a gruta d ( 11 ) | parque estadual intervales - (manha) trilha da cacadinha com inicio na estrada do carmo ( 3 )",,"brazil_sao paulo_ribeirao grande_parque estadual intervales, com inicio na estrada carmo","brazil_sao paulo_ribeirao grande_parque estadual intervales",-24.24576825,-48.41028075
114,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ubatuba","parque estadual da serra do mar nucleos santa virginia/picinguaba trilha da pipoca",,"brazil_sao paulo_ubatuba_parque estadual serra mar nucleos santa virginia","",-23.360372,-45.109914
113,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Jundiaí","estacao experimental ( 89 ) | estacao experimental - iac ( 4 ) | estacao experimental iac ( 3 ) | estacao experimental - iac -23111861 n; -46927972 l (coordenadas aproximadas) ( 2 ) | estacao experimental - iac beira da picada ( 2 ) | estacao experimental interior da mata ( 2 )",,"brazil_sao paulo_jundiai_estacao experimental","",-23.18015,-46.8862761333333
110,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Cunha","parque estadual da serra do mar estrada do rio bonito e paraibuna ( 94 ) | cunha parque estadual da serra do mar estrada do rio bonito e paraibuna ( 8 ) | parque estadual da serra do mar estrada rio bonito e paraibuna ( 5 ) | parque estadual da serra do mar estrada de rio bonito e paraibuna ( 2 ) | brasil sao paulo cunha parque estadual da serra do mar estrada do rio bonito e paraibuna ( 1 )",,"brazil_sao paulo_cunha_parque estadual serra mar estrada rio bonito e paraibuna","",-23.0703384615385,-44.959976
110,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Pedregulho","parque estadual das furnas do bom jesus campo sujo proximo a sede abaixo da estrada de terra ( 22 ) | parque estadual das furnas do bom jesus campo sujo proximo a sede abaixo da estrada de terra solo areno-pedregoso ( 22 ) | parque estadual furnas do bom jesus cerrado proximo a sede abaixo da estrada de terra ( 12 ) | parque estadual furnas do bom jesus proximo a sede abaixo da estrada de terra ( 10 ) | parque estadual das furnas do bom jesus abaixo da estrada de terra ( 7 ) | parque estadual das furnas do bom jesus campo sujo proximo a sede abaixo da estrada de terra solo arenoso-pedregoso ( 6 )",,"brazil_sao paulo_pedregulho_parque estadual furnas bom jesus, abaixo estrada terra","brazil_sao paulo_pedregulho_pe furnas bom jesus",-20.2477374886364,-47.46033125
110,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Sete Barras","parque estadual de carlos botelho estrada estadual sao miguel arcanjo-sete barras (sp139 km69) floresta ombrofila densa montana no entorno do rio bonito coleta em borda de mata ( 30 ) | parque estadual de carlos botelho nucleo sete barras estrada estadual sao miguel arcanjo-sete barras (sp139 km69) beira do rio bonito floresta ombrofila densa montana borda de mata no entorno do rio bonito ( 13 ) | parque estadual de carlos botelho estrada estadual sao miguel arcanjo-sete barras (sp139 km69) beira do rio bonito floresta ombrofila densa montana ribeirinha ( 11 ) | parque estadual de carlos botelho nucleo sete barras estrada estadual sao miguel arcanjo-sete barras (sp139 km69)  beira do rio bonito floresta ombrofila densa montana borda de mata no entorno do rio bonito ( 7 ) | parque estadual de carlos botelho nucleo sete barras estrada estadual sao miguel arcanjo-sete barras (sp139 km69) floresta ombrofila densa montana ribeirinha (rio bonito) ( 6 ) | parque estadual de carlos botelho estrada estadual sao miguel arcanjo-sete barras (sp139 km 69) ( 4 )",,"brazil_sao paulo_sete barras_parque estadual carlos botelho, estrada estadual sao miguel arcanjo sete barras","brazil_sao paulo_sete barras_pe carlos botelho",-24.1525718354839,-47.9916391806452
110,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Teodoro Sampaio","parque estadual morro do diabo estrada do 7000 ( 36 ) | parque estadual do morro do diabo estrada do 7000 na margem do caminho ( 14 ) | parque estadual do morro do diabo estrada do 7000 ( 9 ) | parque estadual morro do diabo estrada do 7000 na margem do caminho ( 9 ) | parque estadual do morro do diabo estrada do 7000 ao longo do caminho ( 8 ) | parque estadual morro do diabo estrada do 7000 ao longo do caminho ( 4 )",,"brazil_sao paulo_teodoro sampaio_parque estadual morro diabo, estrada 7000","brazil_sao paulo_teodoro sampaio_pe morro diabo",-22.5294703636364,-52.1717424545455
109,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Cruzeiro","estrada da fazenda boa vista ( 65 ) | estrada da faz boa vista ( 35 ) | estrada da fazenda boa vista floresta em grota ( 4 ) | cruzeiro estrada da faz boa vista ( 1 ) | estrada da faz boa vista floresta em grota ( 1 ) | estrada da fazenda boa vista 22º 29' 10''s ; 45º 01' 55'' w&nf;alt: 1000m ( 1 )",,"brazil_sao paulo_cruzeiro_estrada fazenda boa vista","",-22.4841140952381,-45.0328990119048
109,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo ( 90 ) | parelheiros ( 14 ) | Campinas ( 1 )","jd novo parelheiros sitio do sr jose guilguer reimberg (jose toco) a direita na estrada engº marsilac apos o entroncamento com a estrada da colonia ( 23 ) | jd dos eucaliptos (gramado) sitio do sr mario estrada pedro tico ( 4 ) | jd novo parelheiros sitio do sr jose guilguer reimberg (jose toco) a direita na estrada eng marsilac apos o entroncamento com a estrada da colonia ( 4 ) | jd novo parelheiros sitio do sr jose guilguer reimberg (sr jose toco) a direita na estrada eng marsilac apos o entroncamento con a estrada da colonia ( 4 ) | jd dos eucaliptos (gramado) sitio do sr mario estrada pedro tico interior da mata ( 3 ) | jd novo parelheiros sitio do sr jose guilguer reimberg (jose toco) a direita na estrada engenheiro marsilac apos o entroncamento com a estrada da colonia ( 3 )",,"brazil_sao paulo_jd","",-23.8326469682927,-46.7419949231707
109,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Nova Independência","parque estadual do aguapei",,"brazil_sao paulo_nova independencia_parque estadual aguapei","",-21.204217,-51.49217175
107,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Apiaí ( 83 ) | Iporanga ( 2 ) | São Paulo ( 2 ) | Eldorado ( 1 ) | iporanga/apiai ( 1 )","petar (parque estadual turistico do alto ribeira) base areado ( 24 ) | petar - parque estadual turistico do alto ribeira nucleo caboclos km 24 ( 19 ) | petar (parque estadual turistico do alto ribeira) nucleo caboclos ( 17 ) | petar - parque estadual turistico do alto ribeira - rodovia sp-165 km 156 s/n zona rural iporanga - sp 18330-000 brasil ( 10 ) | petar - parque estadual turistico do alto ribeira nucleo caboclos trilha pescaria/desmoronada ( 7 ) | petar - parque ecologico turistica alto ribeira ( 3 )",,"brazil_sao paulo_petar","",-24.4525114166667,-48.5421666666667
107,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ribeirão Preto","estacao ecologica mata santa tereza ( 106 ) | estacao ecologica da mata de santa tereza ( 1 )",,"brazil_sao paulo_ribeirao preto_estacao ecologica mata santa tereza","",-21.2167522574257,-47.8409185742574
107,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Sebastião","parque estadual da serra do mar trilha das cachoeiras do ribeirao itu ( 30 ) | parque estadual da serra do mar trilha das cachoeiras do ribeirao de itu ( 29 ) | parque estadual da serra do mar trilha das cachoeiras do ribeirao de itu floresta ombrofila densa de encosta com sinais de perturbacao beira de rio ( 11 ) | parque estadual da serra do mar trilha das cachoeiras do ribeirao itu floresta ombrofila densa de encosta ( 6 ) | parque estadual da serra do mar trilha das cachoeiras do ribeirao de itu area perturbada ( 3 ) | parque estadual da serra do mar trilha das cachoeiras do ribeirao de itu floresta ombrofila densa de encosta com sinais de perturbacao ( 3 )",,"brazil_sao paulo_sao sebastiao_parque estadual serra mar trilha cachoeiras ribeirao itu","",-23.7501234596158,-45.5976543191039
106,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Pindamonhangaba","serra da mantiqueira pico do itapeva ca 6 km se of campos do jordao ( 85 ) | serra da mantiqueira pico do itapeva ca 6 km se of campos do jordao just below peak ( 11 ) | mun pindamonhangaba serra da mantiqueira pico de itapeva 6 km se of campos do jordao ( 2 ) | serra da mantiqueira ( 2 ) | serra da mantiqueira pico do itapeva ca 6km se of campos do jordao ( 2 ) | municipio de pindamonhangaba serra da mantiqueira pico do itapeva ca 6 km se of campos do jordao ( 1 )",,"brazil_sao paulo_pindamonhangaba_serra mantiqueira","",-22.923889,-45.461667
105,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","floresta nacional de ipanema (flona)",,"brazil_sao paulo_campinas_floresta nacional ipanema flona","",,
105,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Corumbataí","reserva de cerrado de corumbatai ( 99 ) | reserva cerrado de corumbatai ( 2 ) | reserva do cerrado de corumbatai ( 2 ) | reserva de cerrado de corumbatai - sp ( 1 ) | reserva de cerrado de corumbatai sp ( 1 )",,"brazil_sao paulo_corumbatai_reserva cerrado corumbatai","",-22.21682996,-47.61684476
104,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Cunha","parque estadual da serra do mar pedreira e arredores ( 73 ) | parque estadual da serra do mar pedreira e arredores area de solo arenoso pedregoso em alguns locais bastante umido ( 9 ) | parque estadual da serra do mar pedreira e arredores solo arenoso pedregoso e em alguns locais bastante umido ( 5 ) | cunha parque estadual da serra do mar pedreira e arredores solo arenoso pedregoso e em algums locais bastante umido ( 2 ) | parque estadual da serra do mar pedreira e arredores solo arenoso pedregoso e alguns locais bastante umido ( 2 ) | parque estadual da serra do mar pedreira e arredores solo arenoso-pedregoso em alguns locais muito umidos ( 2 )",,"brazil_sao paulo_cunha_parque estadual serra mar pedreira e arredores","",-23.0989664285714,-44.9731242857143
103,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","São Paulo ( 3 ) | Ilha Solteira ( 2 ) | Iguape ( 1 ) | Itirapina ( 1 )","intervales state park iporanga sp br ( 46 ) | intervales state park ribeirao grande sp br ( 12 ) | br ms selvaria fazenda de ensino e pesquisa da unesp-""""campus"""" de ilha solteira ( 8 ) | br ms selviria fazenda de ensino e pesquisa da unesp-""campus"" de ilha solteira ( 8 ) | br m5 selviria fazenda de ensino e pesquisa da unesp-""campus"" de ilha solteira ( 4 ) | br ms selviria fazenda de ensino e pesquisada unesp-""""campus"""" de ilha solteira ( 4 )",,"brazil_sao paulo_br","",-22.25,-47.816667
103,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","São Paulo","pecantareira nucleo pedra grande ( 32 ) | pecantareira engordador ( 20 ) | pecantareira regiao da chapada ( 11 ) | pecantareira nucleo engordador ( 8 ) | pecantareira regiao da barrocada ( 7 ) | pecantareira pinheirinho ( 6 )",,"brazil_sao paulo_sao paulo_parque estadualcantareira","",-23.5077644141414,-46.6324108989899
103,FALSE,,,,,,"gbif_reflora_splink",,,,,,"Brazil","São Paulo","","serra do japi ( 69 ) | serra do japi jundiai ( 6 ) | serra do japi paradise about 45km from campinas sp ( 3 ) | serra do japi ca 10km sw de jundiai ( 2 ) | serra do japi ca de 10 km sw de jundiai ( 2 ) | serra do japi jundai ( 2 )",,"brazil_sao paulo_serra japi_serra japi","",,
102,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Ibiúna","bairro sorocabucu 8km da estrada sp 250 no km 63 ( 100 ) | bairro sorocabacu 8km da estrada sp 250 no km 63 na base de tronco de compositae mata secundaria ( 1 ) | bairro sorocabucu ca 8km da estrada sp-250 no km 63 ( 1 )",,"brazil_sao paulo_ibiuna_8km estrada sp 250 no km 63","",-23.656389,-47.2225
