Código CNUC,Nome,Ato Legal de Criação,Link para o Ato Legal de Criação,Outros atos legais,Link para outros atos legais,Plano de Manejo,Link para Plano de Manejo,Documento de Conselho,Link para Documento de Conselho,Outros Instrumentos de Gestão,Link para outros instrumentos de gestão,Endereço para Correspondência,Telefones,E-mails,UFs abrangidas,Municípios abrangidos,Geocódigo das UFs abrangidas,Geocódigo dos municípios abrangidos,Área da UC conforme ato legal de criação (ha),Área total da UC confome ato legal mais recente (ha),Mapa da UC,Site da UC,Página da UC no CNUC,API UC,Logotipo da UC,Redes Sociais,Número de Visitantes por ano,Programa Projeto Gestão Integrada e Reconhecimento Internacional,Situação
0000.00.1521,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL,Decreto 87561 de 13/09/1982,http://www.icmbio.gov.br/ChicoMendes/DecretosCriacao/UsoSustentavel/APA/Rio_Paraba_do_Sul.pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. Olivo Gomes, 100. Parque da Cidade - Anexo Casa do Café, Santana, São José dos Campos, SP - 12211115",(12) 3941-9886,leticia.brandao@icmbio.gov.br,SÃO PAULO,APARECIDA (SP),35,3502507,"614.605,00","614.605,00",https://cnuc.mma.gov.br/map/1521,Site: www.icmbio.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1521,http://cnuc-backend.mma.gov.br/api/v1/uc/1521,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0950.35.1570,AREA DE PROTEÇÃO AMBIENTAL DE CAMPINAS,Lei ordinária 10.850 de 07/06/2001,http://www.campinas.sp.gov.br/bibjuri/lei10850.htm,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Decreto 13.835  de 25/01/2002,www.congeapacampinas.com.br,Sem informação.,Sem informação.,"Avenida Anchieta, 200 - 19° andar, centro, Campinas, SP - 13015940",(19) 2116-0380 - (19) 2116-0657 - (19) 2116-0659,congeapa@campinas.sp.gov.br,SÃO PAULO,CAMPINAS (SP),35,3509502,"22.300,00","22.300,00",https://cnuc.mma.gov.br/map/1570,Site: http://campinas.sp.gov.br/governo/meio-ambiente/congeapa.php,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1570,http://cnuc-backend.mma.gov.br/api/v1/uc/1570,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1672,ESTAÇÃO ECOLÓGICA DO BARREIRO RICO,Decreto 51.381 de 19/12/2006,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2006/decreto%20n.51.381,%20de%2019.12.2006.htm",Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Estrada Municipal Anhembi , Fazenda Barreiro Rico - Caixa Postal 04, Santa Maria da Serra, SP - 18603970",(11) 2997-5000,fflorestal@fflorestal.sp.gov.br,SÃO PAULO,ANHEMBI (SP),35,3502309,"292,00","292,00",https://cnuc.mma.gov.br/map/1672,Site: http://campinas.sp.gov.br/governo/meio-ambiente/congeapa.php,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1672,http://cnuc-backend.mma.gov.br/api/v1/uc/1672,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1675,PARQUE ESTADUAL CAVERNA DO DIABO,Decreto 12.810 de 21/02/2008,"http://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei%20n.12.810,%20de%2021.02.2008.htm",Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Estrada da Caverna, Rod. SP 165 Km 108, -, Eldorado, SP - 11960000",(13) 3871-5030,ivessa@fflorestal.sp.gov.br - pe.cavernadiabo@fflorestal.sp.gov.br,SÃO PAULO,BARRA DO TURVO (SP) - CAJATI (SP) - ELDORADO (SP) - IPORANGA (SP),35,3505401 - 3509254 - 3514809 - 3521200,"40.219,66","40.219,66",https://cnuc.mma.gov.br/map/1675,Site: http://campinas.sp.gov.br/governo/meio-ambiente/congeapa.php,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1675,http://cnuc-backend.mma.gov.br/api/v1/uc/1675,Sem informação.,Sem informação.,Sem informação.,Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.1676,PARQUE ESTADUAL INTERVALES,Decreto 40135 de 08/06/1995,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/1995/decreto%20n.40.135,%20de%2008.06.1995.htm",Redução: Decreto 44.293 de 04/10/1999 - Redução: Lei ordinária 10.850 de 06/07/2001,"Redução: http://www.al.sp.gov.br/repositorio/legislacao/decreto/1999/decreto%20n.44.293,%20de%2004.10.1999.htm - Redução: http://www.al.sp.gov.br/repositorio/legislacao/lei/2001/lei%20n.10.850,%20de%2006.07.2001.htm",Outros 08 de 19/02/2009,ato legal: http://www.fflorestal.sp.gov.br/planodemanejoCompletos.php | documento do Plano de Manejo: Sem informação.,Resolução 140 de 25/10/2018,https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-140-2018/,Sem informação.,Sem informação.,"Estrada Municipal Km 25, Intervales, Ribeirão Grande, SP - 18315000",(15) 3542-1245 - (15) 3542-1511,pe.intervales@fflorestal.sp.gov.br,SÃO PAULO,RIBEIRÃO GRANDE (SP),35,3543253,"46.086,00","46.086,00",https://cnuc.mma.gov.br/map/1676,Site: http://campinas.sp.gov.br/governo/meio-ambiente/congeapa.php,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1676,http://cnuc-backend.mma.gov.br/api/v1/uc/1676,Sem informação.,Sem informação.,Sem informação.,Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.1724,APA MARINHA DO LITORAL SUL,Decreto 53.527 de 08/10/2008,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2008/decreto%20n.53.527,%20de%2008.10.2008.htm",Ampliação: Lei ordinária 14.982 de 08/04/2013,Ampliação: Sem informação.,Decreto 65774 de 07/06/2021,ato legal: https://www.al.sp.gov.br/repositorio/legislacao/decreto/2021/decreto-65774-07.06.2021.html | documento do Plano de Manejo: Sem informação.,Resolução 94 de 24/11/2020,https://www.infraestruturameioambiente.sp.gov.br/legislacao/2020/11/resolucao-sima-no-94-2020/,Sem informação.,Sem informação.,"Avenida Wladimir Besnard, s/n, Morro São João, Cananéia, SP - 11990000",(13) 3851-1163,apamarinhals@fflorestal.sp.gov.br,SÃO PAULO,CANANÉIA (SP) - IGUAPE (SP) - ILHA COMPRIDA (SP),35,3509908 - 3520301 - 3520426,"0,00","11.137,00",https://cnuc.mma.gov.br/map/1724,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1724,http://cnuc-backend.mma.gov.br/api/v1/uc/1724,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
3030.35.1942,PARQUE NATURAL MUNICIPAL DA GROTA DE MIRASSOL,Lei complementar 2.462 de 12/12/2001,http://www.mirassol.sp.gov.br/camver/leimun/2001/02462.pdf,Recategorização: Lei ordinária 2.462 de 12/12/2001,Recategorização: http://www.mirassol.sp.gov.br/camver/leimun/2001/02462.pdf,Portaria 3482 de 26/02/2003,ato legal: Sem informação. | documento do Plano de Manejo: Sem informação.,Lei ordinária 2412 de 12/09/2001,http://www.mirassol.sp.gov.br/sino/doResultsLeg.php,Sem informação.,Sem informação.,"Rua Ruy Barbosa n° 14-61, CENTRO, Mirassol, SP - 15130000",(17) 3242-6423 - (17) 3243-8989,meioambiente@mirassol.sp.gov.br - meioambientemirassol@yahoo.com.br,SÃO PAULO,MIRASSOL (SP),35,3530300,"30,34","20,33",https://cnuc.mma.gov.br/map/1942,Site: http://www.mirassol.sp.gov.br/Municipio/Page.aspx?tipo=pontos_turisticos,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1942,http://cnuc-backend.mma.gov.br/api/v1/uc/1942,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5030.35.1959,ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO CAPIVARI-MONOS,Lei ordinária 13136 de 09/06/2001,www.prefeitura.sp.gov.br,Sem informação.,Sem informação.,Portaria 35 de 16/04/2011,ato legal: http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/publicacoes_svma/index.php?p=26341; | documento do Plano de Manejo: Sem informação.,Portaria 12 de 13/03/2010,Sem informação.,Sem informação.,Sem informação.,"Rua do Paraíso, 387, 5 andar, DEPAVE-8, Paraíso, São Paulo, SP - 41030000",(11) 3396-3212 - (11) 3396-3214,lmalagoli@prefeitura.sp.gov.br,SÃO PAULO,SÃO PAULO (SP),35,3550308,"25.100,00","25.100,00",https://cnuc.mma.gov.br/map/1959,Site: http://www.mirassol.sp.gov.br/Municipio/Page.aspx?tipo=pontos_turisticos,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1959,http://cnuc-backend.mma.gov.br/api/v1/uc/1959,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5030.35.1961,ÁREA DE PROTEÇÃO AMBIENTAL BORORÉ-COLÔNIA,Lei ordinária 14162 de 24/05/2006,http://www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Lei ordinária 14162/2006 de 24/05/2006,Sem informação.,Sem informação.,Sem informação.,"Rua do Paraíso, 387, 5º andar, Paraíso, São Paulo, SP - 4103000",(11) 5187-0321,amcmelges@prefeitura.sp.gov.br,SÃO PAULO,SÃO PAULO (SP),35,3550308,"9.000,00","9.000,00",https://cnuc.mma.gov.br/map/1961,Site: www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/unid_de_conservacao/apa_bororecolonia,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1961,http://cnuc-backend.mma.gov.br/api/v1/uc/1961,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1965,PARQUE ESTADUAL DE ITAPETINGA,Decreto 55.662 de 30/03/2010,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2010/decreto%20n.55.662,%20de%2030.03.2010.htm",Sem informação.,Sem informação.,Resolução 119 de 20/09/2018,ato legal: https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-119-2018/ | documento do Plano de Manejo: Sem informação.,Resolução 128 de 16/10/2017,https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-128-2017/,Sem informação.,Sem informação.,"Avenida Nove de Julho, 266, Centro, Atibaia, SP - 12940580",(11) 4402-3533 - (11) 4402-7748,cesar.jsalves@gmail.com - fflorestal@fflorestal.sp.gov.br,SÃO PAULO,ATIBAIA (SP) - BOM JESUS DOS PERDÕES (SP) - MAIRIPORÃ (SP) - NAZARÉ PAULISTA (SP),35,3504107 - 3507100 - 3528502 - 3532405,"10.191,63","10.191,63",https://cnuc.mma.gov.br/map/1965,Site: www.prefeitura.sp.gov.br/cidade/secretarias/meio_ambiente/unid_de_conservacao/apa_bororecolonia,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1965,http://cnuc-backend.mma.gov.br/api/v1/uc/1965,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1966,PARQUE ESTADUAL DE ITABERABA,Decreto 55.662 de 30/03/2010,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2010/decreto%20n.55.662,%20de%2030.03.2010.htm",Sem informação.,Sem informação.,Resolução 120 de 20/09/2018,ato legal: https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-120-2018/  | documento do Plano de Manejo: Sem informação.,Resolução SMA126 de 16/10/2017,https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-126-2017/,Sem informação.,Sem informação.,"Rua do Horto, 931 , Horto Florestal - SP, São Paulo, SP - 2377000",(11) 2997-5000,aarromba@fflorestal.sp.gov.br - pe.itaberaba@fflorestal.sp.gov.br,SÃO PAULO,ARUJÁ (SP) - GUARULHOS (SP) - NAZARÉ PAULISTA (SP) - SANTA ISABEL (SP),35,3503901 - 3518800 - 3532405 - 3546801,"15.113,11","15.113,11",https://cnuc.mma.gov.br/map/1966,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1966,http://cnuc-backend.mma.gov.br/api/v1/uc/1966,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1967,MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE,Decreto 55.662 de 30/03/2010,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2010/decreto%20n.55.662,%20de%2030.03.2010.htm",Sem informação.,Sem informação.,Resolução 118 de 20/09/2018,ato legal: https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-118-2018/ | documento do Plano de Manejo: Sem informação.,Resolução 127 de 16/10/2017,https://www.ambiente.sp.gov.br/legislacao/resolucoes-sma/resolucao-sma-127-2017/,Sem informação.,Sem informação.,"Avenida Nove de Julho, 266, Centro, Atibaia, SP - 12940580",(11) 4402-3533 - (11) 4402-7748,cesar.jsavles@gmail.com,SÃO PAULO,ATIBAIA (SP) - BOM JESUS DOS PERDÕES (SP) - MAIRIPORÃ (SP) - NAZARÉ PAULISTA (SP),35,3504107 - 3507100 - 3528502 - 3532405,"3.297,01","3.297,01",https://cnuc.mma.gov.br/map/1967,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1967,http://cnuc-backend.mma.gov.br/api/v1/uc/1967,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1968,MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAÚ,Decreto 56.613 de 28/12/2010,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2010/decreto%20n.56.613,%20de%2028.12.2010.htm",Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. Pedro Paulo, s/n, Horto, Campos do Jordão, SP - 12460000",(12) 3663-1977 - (12) 3663-3762,mona.pedradobau@fflorestal.sp.gov.br,SÃO PAULO,SÃO BENTO DO SAPUCAÍ (SP),35,3548609,"3.154,00","3.154,00",https://cnuc.mma.gov.br/map/1968,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1968,http://cnuc-backend.mma.gov.br/api/v1/uc/1968,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.1969,PARQUE ESTADUAL DO RIO TURVO,Lei complementar 12.810 de 21/02/2008,"http://www.al.sp.gov.br/repositorio/legislacao/lei/2008/lei%20n.12.810,%20de%2021.02.2008.htm",Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida Clara Gionoti de Souza, 1139, Centro, Registro, SP - 11900970",(13) 3821-1580 - (13) 3821-5030,pe.rioturvo@florestal.sp.gov.br,SÃO PAULO,BARRA DO TURVO (SP) - CAJATI (SP) - JACUPIRANGA (SP),35,3505401 - 3509254 - 3524600,"73.893,87","73.893,87",https://cnuc.mma.gov.br/map/1969,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1969,http://cnuc-backend.mma.gov.br/api/v1/uc/1969,Sem informação.,Sem informação.,Sem informação.,Sítio do Patrimônio Sítio do Patrimônio Reservas do Sudeste da Mata Atlântica,Ativo
0000.35.1970,ESTAÇÃO ECOLÓGICA BANHADOS DE IGUAPE,Decreto 50.664 de 30/03/2006,"http://www.al.sp.gov.br/repositorio/legislacao/decreto/2006/decreto%20n.50.664,%20de%2030.03.2006.htm",Extinção: Lei ordinária 14.982 de 08/04/2013,Extinção: Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Estrada do Guaraú, 4164, Guaraú, Peruíbe, SP - 11750000",(13) 3457-9243 - (13) 3457-9246,ec.jureiaitatins@fflorestal.sp.gov.br,SÃO PAULO,IGUAPE (SP),35,3520301,"16.588,64","0,00",https://cnuc.mma.gov.br/map/1970,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/1970,http://cnuc-backend.mma.gov.br/api/v1/uc/1970,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Extinto
0000.35.2017,RPPN TOCA DA PACA,Resolução 66/2008 de 18/09/2008,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Estrada Municipal de Guatapará, aaa, Guatapará, SP - 0",(16) 9193-6275,danielaazevedos@uol.com.br,SÃO PAULO,GUATAPARÁ (SP),35,3518859,"187,63","187,63",https://cnuc.mma.gov.br/map/2017,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2017,http://cnuc-backend.mma.gov.br/api/v1/uc/2017,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.2019,RPPN MAHAYANA,Resolução 28 de 24/04/2008,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Estrada Municipal de Moji das Cruzes, aaa, Moji das Cruzes, SP - 0",0,aaa@aaa.aaa,SÃO PAULO,MOGI DAS CRUZES (SP),35,3530607,"9,34","9,34",https://cnuc.mma.gov.br/map/2019,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2019,http://cnuc-backend.mma.gov.br/api/v1/uc/2019,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
4850.35.2063,ÁREA DE PROTEÇÃO AMBIENTAL SANTOS CONTINENTE,Lei complementar 54 de 04/06/1992,Sem informação.,Revisão dos limites: Lei complementar 729 de 11/07/2011,Revisão dos limites: https://www.egov.santos.sp.gov.br/do/0912/2011/do12072011.pdf,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Praça dos Expedicionários, nº 10 - 5º Andar, Gonzaga, Santos, SP - 11065500",(13) 3226-8080 - (13) 3226-8084,beatrizcomelli@santos.sp.gov.br,SÃO PAULO,SANTOS (SP),35,3548500,"18.416,00","18.416,00",Shape da UC não habilitado.,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2063,http://cnuc-backend.mma.gov.br/api/v1/uc/2063,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
2590.35.2246,RESERVA BIOLÓGICA MUNICIPAL DA SERRA DO JAPI,Lei ordinária 3672 de 10/01/1991,http://cidade.jundiai.sp.gov.br/PMJSITE/biblio.nsf/V03.01/lei_3672-91/$file/lei_3672-91.pdf,Sem informação.,Sem informação.,Decreto 23.416 de 17/10/2011,ato legal: http://cidade.jundiai.sp.gov.br/PMJSITE/portal.nsf/V03.02/smpm_serraPlanoManejo?OpenDocument | documento do Plano de Manejo: Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Av. da Liberdade, s/nº - 5º andar - ala sul, Jardim Botânico, Jundiaí, SP - 13214900",(11) 3317-5058,base.japi@mxb.com.br,SÃO PAULO,JUNDIAÍ (SP),35,3525904,"2.071,20","2.071,20",Shape da UC não habilitado.,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2246,http://cnuc-backend.mma.gov.br/api/v1/uc/2246,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.2318,RPPN SERRA DO ITATINS,Resolução 84 de 18/11/2009,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Iperoig, 742, Perdizes, São Paulo, SP - 5016000",0,ecojureia@ecojureia.org.br,SÃO PAULO,IGUAPE (SP),35,3520301,"77,72","77,72",https://cnuc.mma.gov.br/map/2318,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2318,http://cnuc-backend.mma.gov.br/api/v1/uc/2318,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.2559,PARQUE ESTADUAL ALBERTO LÖFGREN,Lei ordinária Lei 10228 de 24/09/1968,Sem informação.,Sem informação.,Sem informação.,Deliberação CONSEMA 24 de 19/10/2010,ato legal: Sem informação. | documento do Plano de Manejo: Sem informação.,Resolução SMA 90 de 05/09/2017,Sem informação.,Sem informação.,Sem informação.,"Rua do Horto, 931, Horto Florestal, São Paulo, SP - 2377000",(11) 2231-9600,pehortoflorestal@sp.gov.br,SÃO PAULO,SÃO PAULO (SP),35,3550308,"187,00","187,00",https://cnuc.mma.gov.br/map/2559,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2559,http://cnuc-backend.mma.gov.br/api/v1/uc/2559,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
5030.35.2562,RESERVA PARTICULAR DO PATRIMONIO NATURAL MUTINGA,Portaria 12 de 03/02/2011,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Rua Gomes de Carvalho, 1510, Vila Olímpia, São Paulo, SP - 4547005",(11) 3296-0196,christiane.menegario@pdg.com.br,SÃO PAULO,SÃO PAULO (SP),35,3550308,"2,50","2,50",https://cnuc.mma.gov.br/map/2562,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2562,http://cnuc-backend.mma.gov.br/api/v1/uc/2562,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
4780.35.2580,PARQUE NATURAL MUNICIPAL DO PEDROSO,Lei ordinária 7.733 de 14/10/1998,http://www.cmsandre.sp.gov.br/,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Avenida José Caballero, nº 143, Centro, Santo André, SP - 9040210",(11) 4433-9837 - (11) 4433-9912 - (11) 4433-9992,dga@semasa.sp.gov.br - egpp@semasa.sp.gov.br,SÃO PAULO,SANTO ANDRÉ (SP),35,3547809,"857,00","857,00",Shape da UC não habilitado.,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2580,http://cnuc-backend.mma.gov.br/api/v1/uc/2580,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
4990.35.2587,PARQUE NATURAL MUNICIPAL AUGUSTO RUSCHI,Lei ordinária 8.195/2010 de 17/09/2010,Sem informação.,Sem informação.,Sem informação.,Portaria 02 de 11/06/2015,ato legal: http://www.ipplan.org.br/solucoes/projetos/10/plano+de+manejo+do+parque+natural+municipal+augusto+ruschi+pnmar | documento do Plano de Manejo: Sem informação.,Decreto 14.311/2010 de 21/10/2010,Sem informação.,Sem informação.,Sem informação.,"Av. Olivo Gomes, 100, Santana / Parque da Cidade - Casa do Café (Secretaria Municipal de Meio Ambiente), São José dos Campos, SP - 12209530",(12) 3909-4523,semea.gabinete@sjc.sp.gov.br,SÃO PAULO,SÃO JOSÉ DOS CAMPOS (SP),35,3549904,"243,49","243,49",https://cnuc.mma.gov.br/map/2587,Site: http://www.ambiente.sp.gov.br/fundacaoflorestal/,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2587,http://cnuc-backend.mma.gov.br/api/v1/uc/2587,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
0000.35.2589,RESERVA BIOLÓGICA DE ANDRADINA,Decreto legislativo 4920 de 17/12/1985,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Sem informação.,"Polo Regional Extremo Oeste, Caixa Postal 67, Timboré Vista Alegre, Andradina, SP - 16900970",(18) 3722-3447,gpmateus@apta.sp.gov.br,SÃO PAULO,ANDRADINA (SP),35,3502101,"0,00","0,00",Shape da UC não habilitado.,Site: www.aptaregional.sp.gov.br,http://cnuc-backend.mma.gov.br/api/v1/report/uc/2589,http://cnuc-backend.mma.gov.br/api/v1/uc/2589,Sem informação.,Sem informação.,Sem informação.,Sem informação.,Ativo
